gene	biotype
HEPH	protein_coding
HEPN1	protein_coding
HERC1	protein_coding
HERC2P2	pseudogene
HERC2P3	pseudogene
HERC2P4	pseudogene
HERC2P5	pseudogene
HERC2P8	pseudogene
HERC2P9	pseudogene
HERC2	protein_coding
HERC3	protein_coding
HERC4	protein_coding
HERC5	protein_coding
HERC6	protein_coding
HERPUD1	protein_coding
HERPUD2	protein_coding
HES1	protein_coding
HES2	protein_coding
HES3	protein_coding
HES4	protein_coding
HES5	protein_coding
HES6	protein_coding
HES7	protein_coding
HESX1	protein_coding
HEXA-AS1	antisense
HEXA	protein_coding
HEXB	protein_coding
HEXDC	protein_coding
HEXIM1	protein_coding
HEXIM2	protein_coding
HEY1	protein_coding
HEY2	protein_coding
HEYL	protein_coding
HFE2	protein_coding
HFE	protein_coding
HFM1	protein_coding
HGD	protein_coding
HGFAC	protein_coding
HGF	protein_coding
HGSNAT	protein_coding
HGS	protein_coding
HHATL-AS1	antisense
HHATL	protein_coding
HHAT	protein_coding
HHEX	protein_coding
HHIP-AS1	antisense
HHIPL1	protein_coding
HHIPL2	protein_coding
HHIP	protein_coding
HHLA1	protein_coding
HHLA2	protein_coding
HHLA3	protein_coding
HIAT1	protein_coding
HIATL1	protein_coding
HIATL2	protein_coding
HIBADH	protein_coding
HIBCH	protein_coding
HIC1	protein_coding
HIC2	protein_coding
HID1	protein_coding
HIF1A-AS1	lincRNA
HIF1A-AS2	lincRNA
HIF1AN	protein_coding
HIF1A	protein_coding
HIF3A	protein_coding
HIGD1A	protein_coding
HIGD1B	protein_coding
HIGD1C	protein_coding
HIGD2A	protein_coding
HIGD2B	protein_coding
HILPDA	protein_coding
HILS1	pseudogene
HINFP	protein_coding
HINT1	protein_coding
HINT2	protein_coding
HINT3	protein_coding
HIP1	protein_coding
HIP1R	protein_coding
HIPK1	protein_coding
HIPK2	protein_coding
HIPK3	protein_coding
HIPK4	protein_coding
HIRA	protein_coding
HIRIP3	protein_coding
HIST1H1A	protein_coding
HIST1H1B	protein_coding
HIST1H1C	protein_coding
HIST1H1D	protein_coding
HIST1H1E	protein_coding
HIST1H1T	protein_coding
HIST1H2AA	protein_coding
HIST1H2AB	protein_coding
HIST1H2AC	protein_coding
HIST1H2AD	protein_coding
HIST1H2AE	protein_coding
HIST1H2AG	protein_coding
HIST1H2AH	protein_coding
HIST1H2AI	protein_coding
HIST1H2AJ	protein_coding
HIST1H2AK	protein_coding
HIST1H2AL	protein_coding
HIST1H2AM	protein_coding
HIST1H2BA	protein_coding
HIST1H2BB	protein_coding
HIST1H2BC	protein_coding
HIST1H2BD	protein_coding
HIST1H2BE	protein_coding
HIST1H2BF	protein_coding
HIST1H2BG	protein_coding
HIST1H2BH	protein_coding
HIST1H2BI	protein_coding
HIST1H2BJ	protein_coding
HIST1H2BK	protein_coding
HIST1H2BL	protein_coding
HIST1H2BM	protein_coding
HIST1H2BN	protein_coding
HIST1H2BO	protein_coding
HIST1H3A	protein_coding
HIST1H3B	protein_coding
HIST1H3C	protein_coding
HIST1H3D	protein_coding
HIST1H3E	protein_coding
HIST1H3F	protein_coding
HIST1H3G	protein_coding
HIST1H3H	protein_coding
HIST1H3I	protein_coding
HIST1H3J	protein_coding
HIST1H4A	protein_coding
HIST1H4B	protein_coding
HIST1H4C	protein_coding
HIST1H4D	protein_coding
HIST1H4E	protein_coding
HIST1H4F	protein_coding
HIST1H4G	protein_coding
HIST1H4H	protein_coding
HIST1H4I	protein_coding
HIST1H4J	protein_coding
HIST1H4K	protein_coding
HIST1H4L	protein_coding
HIST2H2AA3	protein_coding
HIST2H2AA4	protein_coding
HIST2H2AB	protein_coding
HIST2H2AC	protein_coding
HIST2H2BA	pseudogene
HIST2H2BB	pseudogene
HIST2H2BE	protein_coding
HIST2H2BF	protein_coding
HIST2H3A	protein_coding
HIST2H3C	protein_coding
HIST2H3D	protein_coding
HIST2H3PS2	protein_coding
HIST2H4A	protein_coding
HIST2H4B	protein_coding
HIST3H2A	protein_coding
HIST3H2BB	protein_coding
HIST3H3	protein_coding
HIST4H4	protein_coding
HIVEP1	protein_coding
HIVEP2	protein_coding
HIVEP3	protein_coding
HJURP	protein_coding
HK1	protein_coding
HK2	protein_coding
HK3	protein_coding
HKDC1	protein_coding
HKR1	protein_coding
HLA-A	protein_coding
HLA-AS1	antisense
HLA-B	protein_coding
HLA-C	protein_coding
HLA-DMA	protein_coding
HLA-DMB	protein_coding
HLA-DOA	protein_coding
HLA-DOB	protein_coding
HLA-DPA1	protein_coding
HLA-DPB1	protein_coding
HLA-DPB2	pseudogene
HLA-DQA1	protein_coding
HLA-DQA2	protein_coding
HLA-DQB1-AS1	processed_transcript
HLA-DQB1	protein_coding
HLA-DQB2	protein_coding
HLA-DRA	protein_coding
HLA-DRB1	protein_coding
HLA-DRB3$0301	protein_coding
HLA-DRB3	protein_coding
HLA-DRB4	protein_coding
HLA-DRB5	protein_coding
HLA-DRB6	pseudogene
HLA-E	protein_coding
HLA-F-AS1	processed_transcript
HLA-F	protein_coding
HLA-G	protein_coding
HLA-J	pseudogene
HLA-L	pseudogene
HLA-V	pseudogene
HLCS-IT1	sense_intronic
HLCS	protein_coding
HLF	protein_coding
HLTF-AS1	antisense
HLTF	protein_coding
HLX	protein_coding
HM13-AS1	antisense
HM13-IT1	sense_intronic
HM13	protein_coding
HMBOX1-IT1	sense_intronic
HMBOX1	protein_coding
HMBS	protein_coding
HMCES	protein_coding
HMCN1	protein_coding
HMCN2	protein_coding
HMG20A	protein_coding
HMG20B	protein_coding
HMGA1P4	antisense
HMGA1	protein_coding
HMGA2	protein_coding
HMGB1P24	pseudogene
HMGB1P5	pseudogene
HMGB1	protein_coding
HMGB2	protein_coding
HMGB3P22	pseudogene
HMGB3	protein_coding
HMGB4	protein_coding
HMGCLL1	protein_coding
HMGCL	protein_coding
HMGCR	protein_coding
HMGCS1	protein_coding
HMGCS2	protein_coding
HMGN1	protein_coding
HMGN2P46	pseudogene
HMGN2	protein_coding
HMGN3-AS1	antisense
HMGN3	protein_coding
HMGN4	protein_coding
HMGN5	protein_coding
HMGXB3	protein_coding
HMGXB4	protein_coding
HMHA1	protein_coding
HMHB1	protein_coding
HMMR	protein_coding
HMOX1	protein_coding
HMOX2	protein_coding
HMSD	protein_coding
HMX1	protein_coding
HMX2	protein_coding
HMX3	protein_coding
HN1L	protein_coding
HN1	protein_coding
HNF1A-AS1	antisense
HNF1A	protein_coding
HNF1B	protein_coding
HNF4A	protein_coding
HNF4G	protein_coding
HNMT	protein_coding
HNRNPA0	protein_coding
HNRNPA1L2	protein_coding
HNRNPA1P30	pseudogene
HNRNPA1P48	pseudogene
HNRNPA1P57	pseudogene
HNRNPA1	protein_coding
HNRNPA2B1	protein_coding
HNRNPA3	protein_coding
HNRNPAB	protein_coding
HNRNPCL1	protein_coding
HNRNPC	protein_coding
HNRNPDL	protein_coding
HNRNPD	protein_coding
HNRNPF	protein_coding
HNRNPH1	protein_coding
HNRNPH2	protein_coding
HNRNPH3	protein_coding
HNRNPKP3	pseudogene
HNRNPK	protein_coding
HNRNPLL	protein_coding
HNRNPL	protein_coding
HNRNPM	protein_coding
HNRNPR	protein_coding
HNRNPU-AS1	antisense
HNRNPUL1	protein_coding
HNRNPUL2-BSCL2	protein_coding
HNRNPUL2	protein_coding
HNRNPU	protein_coding
HOGA1	protein_coding
HOMER1	protein_coding
HOMER2	protein_coding
HOMER3	protein_coding
HOMEZ	protein_coding
HOOK1	protein_coding
HOOK2	protein_coding
HOOK3	protein_coding
HOPX	protein_coding
HORMAD1	protein_coding
HORMAD2	protein_coding
HOTAIR	antisense
HOTAIRM1	antisense
HOTTIP	antisense
HOXA10	protein_coding
HOXA11-AS	antisense
HOXA11	protein_coding
HOXA13	protein_coding
HOXA1	protein_coding
HOXA2	protein_coding
HOXA3	protein_coding
HOXA4	protein_coding
HOXA5	protein_coding
HOXA6	protein_coding
HOXA7	protein_coding
HOXA9	protein_coding
HOXA-AS2	antisense
HOXA-AS3	antisense
HOXA-AS4	antisense
HOXB13	protein_coding
HOXB1	protein_coding
HOXB2	protein_coding
HOXB3	protein_coding
HOXB4	protein_coding
HOXB5	protein_coding
HOXB6	protein_coding
HOXB7	protein_coding
HOXB8	protein_coding
HOXB9	protein_coding
HOXB-AS1	antisense
HOXB-AS2	antisense
HOXB-AS3	antisense
HOXB-AS4	antisense
HOXC10	protein_coding
HOXC11	protein_coding
HOXC12	protein_coding
HOXC13	protein_coding
HOXC4	protein_coding
HOXC5	protein_coding
HOXC6	protein_coding
HOXC8	protein_coding
HOXC9	protein_coding
HOXC-AS1	antisense
HOXC-AS2	antisense
HOXC-AS3	antisense
HOXC-AS5	antisense
HOXD10	protein_coding
HOXD11	protein_coding
HOXD12	protein_coding
HOXD13	protein_coding
HOXD1	protein_coding
HOXD3	protein_coding
HOXD4	protein_coding
HOXD8	protein_coding
HOXD9	protein_coding
HOXD-AS1	antisense
HOXD-AS2	antisense
HP1BP3	protein_coding
HPCAL1	protein_coding
HPCAL4	protein_coding
HPCA	protein_coding
HPDL	protein_coding
HPD	protein_coding
HPGD	protein_coding
HPGDS	protein_coding
HPN-AS1	antisense
HPN	protein_coding
HP	protein_coding
HPR	protein_coding
HPRT1	protein_coding
HPS1	protein_coding
HPS3	protein_coding
HPS4	protein_coding
HPS5	protein_coding
HPS6	protein_coding
HPSE2	protein_coding
HPSE	protein_coding
HPX	protein_coding
HPYR1	lincRNA
HRASLS2	protein_coding
HRASLS5	protein_coding
HRASLS	protein_coding
HRAS	protein_coding
HRC	protein_coding
HRCT1	protein_coding
HRG	protein_coding
HRH1	protein_coding
HRH2	protein_coding
HRH3	protein_coding
HRH4	protein_coding
HRK	protein_coding
HRNR	protein_coding
HR	protein_coding
HRSP12	protein_coding
HS1BP3-IT1	sense_intronic
HS1BP3	protein_coding
HS2ST1	protein_coding
HS3ST1	protein_coding
HS3ST2	protein_coding
HS3ST3A1	protein_coding
HS3ST3B1	protein_coding
HS3ST4	protein_coding
HS3ST5	protein_coding
HS3ST6	protein_coding
HS6ST1	protein_coding
HS6ST2-AS1	antisense
HS6ST2	protein_coding
HS6ST3	protein_coding
hsa-mir-1199	protein_coding
hsa-mir-1236	miRNA
hsa-mir-1253	lincRNA
hsa-mir-125a	lincRNA
hsa-mir-150	protein_coding
hsa-mir-219a-1	miRNA
hsa-mir-3149	miRNA
hsa-mir-3171	miRNA
hsa-mir-3180-3	miRNA
hsa-mir-3180-4	miRNA
hsa-mir-3181	miRNA
hsa-mir-3195	miRNA
hsa-mir-335	antisense
hsa-mir-3669	miRNA
hsa-mir-3670-2	miRNA
hsa-mir-3673	miRNA
hsa-mir-4259	miRNA
hsa-mir-4528	miRNA
hsa-mir-4536-2	miRNA
hsa-mir-4537	miRNA
hsa-mir-4538	miRNA
hsa-mir-4539	miRNA
hsa-mir-466	miRNA
hsa-mir-490	antisense
hsa-mir-5195	miRNA
hsa-mir-548ba	miRNA
hsa-mir-5571	miRNA
hsa-mir-5572	miRNA
hsa-mir-5588	miRNA
hsa-mir-6080	processed_transcript
hsa-mir-7162	pseudogene
hsa-mir-7515	lincRNA
hsa-mir-8072	lincRNA
hsa-mir-877	miRNA
hsa-mir-892c	miRNA
HSBP1L1	protein_coding
HSBP1	protein_coding
HSCB	protein_coding
HSD11B1L	protein_coding
HSD11B1	protein_coding
HSD11B2	protein_coding
HSD17B10	protein_coding
HSD17B11	protein_coding
HSD17B12	protein_coding
HSD17B13	protein_coding
HSD17B14	protein_coding
HSD17B1	protein_coding
HSD17B2	protein_coding
HSD17B3	protein_coding
HSD17B4	protein_coding
HSD17B6	protein_coding
HSD17B7P2	pseudogene
HSD17B7	protein_coding
HSD17B8	protein_coding
HSD3B1	protein_coding
HSD3B2	protein_coding
HSD3B7	protein_coding
HSDL1	protein_coding
HSDL2	protein_coding
HSF1	protein_coding
HSF2BP	protein_coding
HSF2	protein_coding
HSF4	protein_coding
HSF5	protein_coding
HSFX1	protein_coding
HSFX2	protein_coding
HSFY1P1	pseudogene
HSFY1	protein_coding
HSFY2	protein_coding
HSH2D	protein_coding
HSP90AA1	protein_coding
HSP90AA4P	pseudogene
HSP90AA6P	pseudogene
HSP90AB1	protein_coding
HSP90AB2P	pseudogene
HSP90B1	protein_coding
HSPA12A	protein_coding
HSPA12B	protein_coding
HSPA13	protein_coding
HSPA14	protein_coding
HSPA1A	protein_coding
HSPA1B	protein_coding
HSPA1L	protein_coding
HSPA2	protein_coding
HSPA4L	protein_coding
HSPA4	protein_coding
HSPA5	protein_coding
HSPA6	protein_coding
HSPA8	protein_coding
HSPA9	protein_coding
HSPB11	protein_coding
HSPB1	protein_coding
HSPB2-C11orf52	protein_coding
HSPB2	protein_coding
HSPB3	protein_coding
HSPB6	protein_coding
HSPB7	protein_coding
HSPB8	protein_coding
HSPB9	protein_coding
HSPBAP1	protein_coding
HSPBP1	protein_coding
HSPD1P6	pseudogene
HSPD1	protein_coding
HSPE1-MOB4	protein_coding
HSPE1	protein_coding
HSPG2	protein_coding
HSPH1	protein_coding
HTATIP2	protein_coding
HTATSF1	protein_coding
HTN1	protein_coding
HTN3	protein_coding
HTR1A	protein_coding
HTR1B	protein_coding
HTR1D	protein_coding
HTR1E	protein_coding
HTR1F	protein_coding
HTR2A-AS1	antisense
HTR2A	protein_coding
HTR2B	protein_coding
HTR2C	protein_coding
HTR3A	protein_coding
HTR3B	protein_coding
HTR3C	protein_coding
HTR3D	protein_coding
HTR3E-AS1	antisense
HTR3E	protein_coding
HTR4-IT1	sense_intronic
HTR4	protein_coding
HTR5A-AS1	protein_coding
HTR5A	protein_coding
HTR5BP	pseudogene
HTR6	protein_coding
HTR7	protein_coding
HTRA1	protein_coding
HTRA2	protein_coding
HTRA3	protein_coding
HTRA4	protein_coding
HTT-AS	antisense
HTT	protein_coding
HUG1	protein_coding
HULC	lincRNA
HUNK-AS1	antisense
HUNK	protein_coding
HUS1B	protein_coding
HUS1	protein_coding
HUWE1	protein_coding
HVCN1	protein_coding
HYAL1	protein_coding
HYAL2	protein_coding
HYAL3	protein_coding
HYAL4	protein_coding
HYDIN2	pseudogene
HYDIN	protein_coding
HYI-AS1	antisense
HYI	protein_coding
HYKK	protein_coding
HYLS1	protein_coding
HYOU1	protein_coding
HYPK	protein_coding
IAH1	protein_coding
IAPP	protein_coding
IARS2	protein_coding
IARS	protein_coding
IBA57-AS1	protein_coding
IBA57	protein_coding
IBSP	protein_coding
IBTK	protein_coding
ICA1L	protein_coding
ICA1	protein_coding
ICAM1	protein_coding
ICAM2	protein_coding
ICAM3	protein_coding
ICAM4	protein_coding
ICAM5	protein_coding
ICK	protein_coding
ICMT	protein_coding
ICOSLG	protein_coding
ICOS	protein_coding
ICT1	protein_coding
ID1	protein_coding
ID2	protein_coding
ID3	protein_coding
ID4	protein_coding
IDE	protein_coding
IDH1-AS1	antisense
IDH1	protein_coding
IDH2	protein_coding
IDH3A	protein_coding
IDH3B	protein_coding
IDH3G	protein_coding
IDI1	protein_coding
IDI2-AS1	antisense
IDI2	protein_coding
IDNK	protein_coding
IDO1	protein_coding
IDO2	protein_coding
IDS	protein_coding
IDUA	protein_coding
IER2	protein_coding
IER3IP1	protein_coding
IER3	protein_coding
IER5L	protein_coding
IER5	protein_coding
IFFO1	protein_coding
IFFO2	protein_coding
IFI16	protein_coding
IFI27L1	protein_coding
IFI27L2	protein_coding
IFI27	protein_coding
IFI30	protein_coding
IFI35	protein_coding
IFI44L	protein_coding
IFI44	protein_coding
IFI6	protein_coding
IFIH1	protein_coding
IFIT1B	protein_coding
IFIT1	protein_coding
IFIT2	protein_coding
IFIT3	protein_coding
IFIT5	protein_coding
IFITM10	protein_coding
IFITM1	protein_coding
IFITM2	protein_coding
IFITM3	protein_coding
IFITM5	protein_coding
IFLTD1	protein_coding
IFNA10	protein_coding
IFNA13	protein_coding
IFNA14	protein_coding
IFNA16	protein_coding
IFNA17	protein_coding
IFNA1	protein_coding
IFNA21	protein_coding
IFNA2	protein_coding
IFNA4	protein_coding
IFNA5	protein_coding
IFNA6	protein_coding
IFNA7	protein_coding
IFNA8	protein_coding
IFNAR1	protein_coding
IFNAR2	protein_coding
IFNB1	protein_coding
IFNE	protein_coding
IFNG-AS1	antisense
IFNG	protein_coding
IFNGR1	protein_coding
IFNGR2	protein_coding
IFNK	protein_coding
IFNL1	protein_coding
IFNL2	protein_coding
IFNL3	protein_coding
IFNL4	polymorphic_pseudogene
IFNLR1	protein_coding
IFNW1	protein_coding
IFRD1	protein_coding
IFRD2	protein_coding
IFRG15	protein_coding
IFT122	protein_coding
IFT140	protein_coding
IFT172	protein_coding
IFT20	protein_coding
IFT27	protein_coding
IFT43	protein_coding
IFT46	protein_coding
IFT52	protein_coding
IFT57	protein_coding
IFT74	protein_coding
IFT80	protein_coding
IFT81	protein_coding
IFT88	protein_coding
IGBP1-AS1	antisense
IGBP1-AS2	antisense
IGBP1	protein_coding
IGDCC3	protein_coding
IGDCC4	protein_coding
IGF1	protein_coding
IGF1R	protein_coding
IGF2-AS	antisense
IGF2BP1	protein_coding
IGF2BP2	protein_coding
IGF2BP3	protein_coding
IGF2	protein_coding
IGF2R	protein_coding
IGFALS	protein_coding
IGFBP1	protein_coding
IGFBP2	protein_coding
IGFBP3	protein_coding
IGFBP4	protein_coding
IGFBP5	protein_coding
IGFBP6	protein_coding
IGFBP7-AS1	antisense
IGFBP7	protein_coding
IGFBPL1	protein_coding
IGFL1	protein_coding
IGFL2	protein_coding
IGFL3	protein_coding
IGFL4	protein_coding
IGFLR1	protein_coding
IGFN1	protein_coding
IGHA1	IG_C_gene
IGHA2	IG_C_gene
IGHD1-14	IG_D_gene
IGHD1-1	IG_D_gene
IGHD1-20	IG_D_gene
IGHD1-26	IG_D_gene
IGHD1-7	IG_D_gene
IGHD1OR15-1A	IG_D_gene
IGHD1OR15-1B	IG_D_gene
IGHD2-15	IG_D_gene
IGHD2-21	IG_D_gene
IGHD2-2	IG_D_gene
IGHD2-8	IG_D_gene
IGHD2OR15-2A	IG_D_gene
IGHD2OR15-2B	IG_D_gene
IGHD3-10	IG_D_gene
IGHD3-16	IG_D_gene
IGHD3-22	IG_D_gene
IGHD3-3	IG_D_gene
IGHD3-9	IG_D_gene
IGHD3OR15-3A	IG_D_gene
IGHD3OR15-3B	IG_D_gene
IGHD4-11	IG_D_gene
IGHD4-17	IG_D_gene
IGHD4-23	IG_D_gene
IGHD4-4	IG_D_gene
IGHD4OR15-4A	IG_D_gene
IGHD4OR15-4B	IG_D_gene
IGHD5-12	IG_D_gene
IGHD5-18	IG_D_gene
IGHD5-24	IG_D_gene
IGHD5-5	IG_D_gene
IGHD5OR15-5A	IG_D_gene
IGHD5OR15-5B	IG_D_gene
IGHD6-13	IG_D_gene
IGHD6-19	IG_D_gene
IGHD6-25	IG_D_gene
IGHD6-6	IG_D_gene
IGHD7-27	IG_D_gene
IGHD	IG_C_gene
IGHE	IG_C_gene
IGHG1	IG_C_gene
IGHG2	IG_C_gene
IGHG3	IG_C_gene
IGHG4	IG_C_gene
IGHJ1	IG_J_gene
IGHJ2	IG_J_gene
IGHJ3	IG_J_gene
IGHJ4	IG_J_gene
IGHJ5	IG_J_gene
IGHJ6	IG_J_gene
IGHMBP2	protein_coding
IGHM	IG_C_gene
IGHV1-18	IG_V_gene
IGHV1-24	IG_V_gene
IGHV1-2	IG_V_gene
IGHV1-3	IG_V_gene
IGHV1-45	IG_V_gene
IGHV1-46	IG_V_gene
IGHV1-58	IG_V_gene
IGHV1-69	IG_V_gene
IGHV1-8	IG_V_gene
IGHV1OR15-1	IG_V_gene
IGHV1OR15-9	IG_V_gene
IGHV1OR21-1	IG_V_gene
IGHV2-26	IG_V_gene
IGHV2-5	IG_V_gene
IGHV2-70	IG_V_gene
IGHV2OR16-5	IG_V_gene
IGHV3-11	IG_V_gene
IGHV3-13	IG_V_gene
IGHV3-15	IG_V_gene
IGHV3-16	IG_V_gene
IGHV3-20	IG_V_gene
IGHV3-21	IG_V_gene
IGHV3-23	IG_V_gene
IGHV3-30	IG_V_gene
IGHV3-33	IG_V_gene
IGHV3-35	IG_V_gene
IGHV3-38	IG_V_gene
IGHV3-43	IG_V_gene
IGHV3-48	IG_V_gene
IGHV3-49	IG_V_gene
IGHV3-53	IG_V_gene
IGHV3-64	IG_V_gene
IGHV3-66	IG_V_gene
IGHV3-72	IG_V_gene
IGHV3-73	IG_V_gene
IGHV3-74	IG_V_gene
IGHV3-7	IG_V_gene
IGHV3-9	IG_V_gene
IGHV3OR15-7	IG_V_gene
IGHV3OR16-10	IG_V_gene
IGHV3OR16-12	IG_V_gene
IGHV3OR16-13	IG_V_gene
IGHV3OR16-8	IG_V_gene
IGHV3OR16-9	IG_V_gene
IGHV4-28	IG_V_gene
IGHV4-31	IG_V_gene
IGHV4-34	IG_V_gene
IGHV4-39	IG_V_gene
IGHV4-4	IG_V_gene
IGHV4-59	IG_V_gene
IGHV4-61	IG_V_gene
IGHV4OR15-8	IG_V_gene
IGHV5-51	IG_V_gene
IGHV6-1	IG_V_gene
IGHV7-81	IG_V_gene
IGIP	protein_coding
IGJ	protein_coding
IGKC	IG_C_gene
IGKJ1	IG_J_gene
IGKJ2	IG_J_gene
IGKJ3	IG_J_gene
IGKJ4	IG_J_gene
IGKJ5	IG_J_gene
IGKV1-12	IG_V_gene
IGKV1-16	IG_V_gene
IGKV1-17	IG_V_gene
IGKV1-27	IG_V_gene
IGKV1-33	IG_V_gene
IGKV1-37	IG_V_gene
IGKV1-39	IG_V_gene
IGKV1-5	IG_V_gene
IGKV1-6	IG_V_gene
IGKV1-8	IG_V_gene
IGKV1-9	IG_V_gene
IGKV1D-12	IG_V_gene
IGKV1D-13	IG_V_gene
IGKV1D-16	IG_V_gene
IGKV1D-17	IG_V_gene
IGKV1D-33	IG_V_gene
IGKV1D-37	IG_V_gene
IGKV1D-39	IG_V_gene
IGKV1D-42	IG_V_gene
IGKV1D-43	IG_V_gene
IGKV1D-8	IG_V_gene
IGKV1OR2-108	IG_V_gene
IGKV2-24	IG_V_gene
IGKV2-28	IG_V_gene
IGKV2-30	IG_V_gene
IGKV2-40	IG_V_gene
IGKV2D-24	IG_V_gene
IGKV2D-26	IG_V_gene
IGKV2D-28	IG_V_gene
IGKV2D-29	IG_V_gene
IGKV2D-30	IG_V_gene
IGKV2D-40	IG_V_gene
IGKV3-11	IG_V_gene
IGKV3-15	IG_V_gene
IGKV3-20	IG_V_gene
IGKV3-7	IG_V_gene
IGKV3D-11	IG_V_gene
IGKV3D-15	IG_V_gene
IGKV3D-20	IG_V_gene
IGKV3D-7	IG_V_gene
IGKV3OR2-268	IG_V_gene
IGKV4-1	IG_V_gene
IGKV5-2	IG_V_gene
IGKV6-21	IG_V_gene
IGKV6D-21	IG_V_gene
IGKV6D-41	IG_V_gene
IGLC1	IG_C_gene
IGLC2	IG_C_gene
IGLC3	IG_C_gene
IGLC7	IG_C_gene
IGLJ1	IG_J_gene
IGLJ2	IG_J_gene
IGLJ3	IG_J_gene
IGLJ4	IG_J_gene
IGLJ5	IG_J_gene
IGLJ6	IG_J_gene
IGLJ7	IG_J_gene
IGLL1	protein_coding
IGLL5	protein_coding
IGLON5	protein_coding
IGLV10-54	IG_V_gene
IGLV11-55	IG_V_gene
IGLV1-36	IG_V_gene
IGLV1-40	IG_V_gene
IGLV1-44	IG_V_gene
IGLV1-47	IG_V_gene
IGLV1-50	IG_V_gene
IGLV1-51	IG_V_gene
IGLV2-11	IG_V_gene
IGLV2-14	IG_V_gene
IGLV2-18	IG_V_gene
IGLV2-23	IG_V_gene
IGLV2-33	IG_V_gene
IGLV2-8	IG_V_gene
IGLV3-10	IG_V_gene
IGLV3-12	IG_V_gene
IGLV3-16	IG_V_gene
IGLV3-19	IG_V_gene
IGLV3-1	IG_V_gene
IGLV3-21	IG_V_gene
IGLV3-22	IG_V_gene
IGLV3-25	IG_V_gene
IGLV3-27	IG_V_gene
IGLV3-32	IG_V_gene
IGLV3-9	IG_V_gene
IGLV4-3	IG_V_gene
IGLV4-60	IG_V_gene
IGLV4-69	IG_V_gene
IGLV5-37	IG_V_gene
IGLV5-45	IG_V_gene
IGLV5-48	IG_V_gene
IGLV5-52	IG_V_gene
IGLV6-57	IG_V_gene
IGLV7-43	IG_V_gene
IGLV7-46	IG_V_gene
IGLV8-61	IG_V_gene
IGLV9-49	IG_V_gene
IGSF10	protein_coding
IGSF11-AS1	antisense
IGSF11	protein_coding
IGSF1	protein_coding
IGSF21	protein_coding
IGSF22	protein_coding
IGSF23	protein_coding
IGSF3	protein_coding
IGSF5	protein_coding
IGSF6	protein_coding
IGSF8	protein_coding
IGSF9B	protein_coding
IGSF9	protein_coding
IHH	protein_coding
IKBIP	protein_coding
IKBKAP	protein_coding
IKBKB	protein_coding
IKBKE	protein_coding
IKBKG	protein_coding
IK	protein_coding
IKZF1	protein_coding
IKZF2	protein_coding
IKZF3	protein_coding
IKZF4	protein_coding
IKZF5	protein_coding
IL10	protein_coding
IL10RA	protein_coding
IL10RB-AS1	antisense
IL10RB	protein_coding
IL11	protein_coding
IL11RA	protein_coding
IL12A-AS1	antisense
IL12A	protein_coding
IL12B	protein_coding
IL12RB1	protein_coding
IL12RB2	protein_coding
IL13	protein_coding
IL13RA1	protein_coding
IL13RA2	protein_coding
IL15	protein_coding
IL15RA	protein_coding
IL16	protein_coding
IL17A	protein_coding
IL17B	protein_coding
IL17C	protein_coding
IL17D	protein_coding
IL17F	protein_coding
IL17RA	protein_coding
IL17RB	protein_coding
IL17RC	protein_coding
IL17RD	protein_coding
IL17REL	protein_coding
IL17RE	protein_coding
IL18BP	protein_coding
IL18	protein_coding
IL18R1	protein_coding
IL18RAP	protein_coding
IL19	protein_coding
IL1A	protein_coding
IL1B	protein_coding
IL1F10	protein_coding
IL1R1	protein_coding
IL1R2	protein_coding
IL1RAPL1	protein_coding
IL1RAPL2	protein_coding
IL1RAP	protein_coding
IL1RL1	protein_coding
IL1RL2	protein_coding
IL1RN	protein_coding
IL20	protein_coding
